loan_id,title_id,title,subject,publication_year,patron_id,patron_type,branch,checkout_date,due_date,return_date,renewals
9569,474,The Cambridge Companion to Operating Systems,Computer Science,1988,1386,Undergraduate,Harold B. Lee Library,2025-07-27,2025-08-17,2025-08-15,0
9570,217,Introduction to Color and Form,Art,2005,1133,Undergraduate,Harold B. Lee Library,2025-07-27,2025-09-07,2025-10-12,1
9571,1002,The Practice of Fluid Mechanics,Engineering,1967,759,Undergraduate,Harold B. Lee Library,2025-07-27,2025-08-17,2025-08-06,0
9572,706,Advanced Islamic Ornament,Art,2015,1165,Undergraduate,Harold B. Lee Library,2025-07-27,2025-09-28,2025-09-08,2
9573,741,The Oxford Handbook of Organizational Behavior,Business,2007,132,Undergraduate,Harold B. Lee Library,2025-07-27,2025-08-17,2025-08-08,0
9574,315,Readings in the Atlantic Slave Trade,History,2025,1108,Undergraduate,Storage Annex,2025-07-27,2025-09-07,2025-08-31,1
9575,923,Principles of Computer Networks,Computer Science,1999,1476,Undergraduate,Harold B. Lee Library,2025-07-27,2025-08-17,2025-08-30,0
9576,23,Foundations of Plant Systematics,Biology,1973,1201,Faculty,Storage Annex,2025-07-27,2025-11-24,2025-11-22,0
9577,407,The Practice of Ethnomusicology,Music,2001,2456,Faculty,Law Library,2025-07-27,2025-11-24,2025-11-03,0
9578,949,Readings in Evidence,Law,1988,1492,Undergraduate,Law Library,2025-07-27,2025-09-07,2025-09-06,1
9579,59,Topics in Music Theory,Music,1986,632,Graduate,Engineering Library,2025-07-27,2025-11-30,2025-11-15,2
9580,942,The Oxford Handbook of Thermodynamics,Engineering,1973,814,Undergraduate,Harold B. Lee Library,2025-07-27,2025-08-17,2025-08-03,0
9581,120,The Oxford Handbook of Number Theory,Mathematics,1963,2085,Undergraduate,Harold B. Lee Library,2025-07-28,2025-08-18,2025-08-08,0
9582,1079,The Practice of the Fugue,Music,1984,861,Undergraduate,Harold B. Lee Library,2025-07-28,2025-08-18,2025-08-01,0
9583,124,Advanced Orchestration,Music,1984,2146,Undergraduate,Harold B. Lee Library,2025-07-28,2025-08-18,,0
9584,440,Foundations of Corporate Finance,Business,1966,1144,Undergraduate,Engineering Library,2025-07-28,2025-09-29,2025-09-24,2
9585,446,Principles of Computer Networks,Computer Science,1969,1131,Undergraduate,Harold B. Lee Library,2025-07-28,2025-09-08,2025-10-03,1
9586,378,Topics in Negotiation,Business,2016,2046,Graduate,Harold B. Lee Library,2025-07-28,2025-09-08,2025-10-14,0
9587,945,The Oxford Handbook of Orchestration,Music,2018,562,Undergraduate,Music Library,2025-07-28,2025-08-18,2025-09-27,0
9588,872,Essays on Negotiation,Business,2018,14,Faculty,Law Library,2025-07-28,2025-11-25,2025-10-20,0
9589,478,Readings in Baroque Performance,Music,1994,653,Undergraduate,Law Library,2025-07-28,2025-08-18,2025-08-08,0
9590,668,The Practice of Algebraic Topology,Mathematics,1971,1912,Undergraduate,Harold B. Lee Library,2025-07-28,2025-09-08,2025-09-08,1
9591,1028,The Cambridge Companion to the Fugue,Music,1962,1923,Undergraduate,Music Library,2025-07-28,2025-09-08,2025-08-29,1
9592,566,The Cambridge Companion to the Reformation,History,1982,1233,Undergraduate,Harold B. Lee Library,2025-07-28,2025-08-18,2025-08-15,0
9593,544,Approaches to Supply Chains,Business,1998,2531,Undergraduate,Harold B. Lee Library,2025-07-29,2025-08-19,2025-08-17,0
9594,162,The Cambridge Companion to the Short Story,Literature,1987,408,Undergraduate,Law Library,2025-07-29,2025-08-19,2025-08-04,0
9595,307,The Practice of the Cold War,History,1980,1817,Graduate,Harold B. Lee Library,2025-07-29,2025-09-09,2025-08-03,0
9596,471,The Practice of Compiler Design,Computer Science,2013,1392,Undergraduate,Harold B. Lee Library,2025-07-29,2025-08-19,2025-09-28,0
9597,868,The Practice of Database Internals,Computer Science,1991,1796,Staff,Law Library,2025-07-29,2025-10-21,2025-10-07,1
9598,954,Principles of International Arbitration,Law,1970,1519,Undergraduate,Harold B. Lee Library,2025-07-29,2025-08-19,2025-10-03,0
9599,1178,Readings in the Reformation,History,2017,790,Undergraduate,Harold B. Lee Library,2025-07-29,2025-08-19,2025-08-23,0
9600,1023,Readings in Market Structure,Business,2016,1815,Undergraduate,Harold B. Lee Library,2025-07-29,2025-09-30,2025-09-12,2
9601,963,Essays on Computer Networks,Computer Science,1985,380,Undergraduate,Harold B. Lee Library,2025-07-29,2025-09-09,2025-10-09,1
9602,482,The Oxford Handbook of Photographic Practice,Art,1981,1633,Undergraduate,Harold B. Lee Library,2025-07-29,2025-09-09,2025-08-19,1
9603,549,Introduction to Managerial Accounting,Business,1970,1414,Undergraduate,Harold B. Lee Library,2025-07-29,2025-08-19,2025-07-31,0
9604,969,Approaches to Literary Translation,Literature,1998,1804,Graduate,Music Library,2025-07-30,2025-09-10,2025-09-04,0
9605,565,Essays on Thermodynamics,Engineering,1972,146,Undergraduate,Harold B. Lee Library,2025-07-30,2025-08-20,2025-09-28,0
9606,990,Essays on Combinatorics,Mathematics,1997,1791,Undergraduate,Engineering Library,2025-07-30,2025-08-20,2025-08-13,0
9607,10,Topics in Contract Law,Law,1979,254,Undergraduate,Law Library,2025-07-30,2025-08-20,2025-08-20,0
9608,618,A History of Cell Biology,Biology,1997,250,Graduate,Harold B. Lee Library,2025-07-30,2025-09-10,2025-09-05,0
9609,902,Approaches to the Atlantic Slave Trade,History,2021,267,Graduate,Harold B. Lee Library,2025-07-30,2025-10-22,2025-11-22,1
9610,104,Foundations of the Atlantic Slave Trade,History,2014,1948,Graduate,Storage Annex,2025-07-30,2025-12-03,2025-11-15,2
9611,642,The Practice of Neurophysiology,Biology,1993,21,Undergraduate,Music Library,2025-07-30,2025-10-01,2025-09-15,2
9612,815,A History of International Arbitration,Law,1978,1227,Staff,Law Library,2025-07-30,2025-09-10,,0
9613,600,Approaches to Supply Chains,Business,1969,2059,Undergraduate,Engineering Library,2025-07-30,2025-09-10,2025-08-30,1
9614,436,Approaches to Administrative Procedure,Law,1990,2256,Graduate,Harold B. Lee Library,2025-07-30,2025-10-22,2025-10-04,1
9615,545,Introduction to Machine Translation,Computer Science,1967,1636,Undergraduate,Harold B. Lee Library,2025-07-31,2025-09-11,2025-10-14,1
9616,399,Principles of Baroque Performance,Music,1965,2521,Undergraduate,Music Library,2025-07-31,2025-08-21,,0
9617,152,The Oxford Handbook of Differential Geometry,Mathematics,1965,322,Faculty,Harold B. Lee Library,2025-07-31,2025-11-28,2025-10-12,0
9618,209,Introduction to Music Theory,Music,1973,1549,Undergraduate,Harold B. Lee Library,2025-07-31,2025-08-21,2025-08-13,0
9619,461,The Oxford Handbook of Cell Biology,Biology,1994,2191,Undergraduate,Harold B. Lee Library,2025-07-31,2025-08-21,,0
9620,673,Introduction to Probability,Mathematics,2004,2288,Faculty,Law Library,2025-07-31,2025-11-28,2026-01-03,0
9621,26,The Oxford Handbook of Geotechnical Design,Engineering,2016,811,Undergraduate,Harold B. Lee Library,2025-07-31,2025-09-11,2025-10-04,1
9622,621,Readings in Torts,Law,2025,2303,Undergraduate,Harold B. Lee Library,2025-07-31,2025-08-21,2025-08-07,0
9623,683,Introduction to Materials Science,Engineering,1987,1386,Undergraduate,Harold B. Lee Library,2025-07-31,2025-08-21,2025-10-04,0
9624,1024,The Oxford Handbook of International Arbitration,Law,1969,2144,Undergraduate,Law Library,2025-07-31,2025-08-21,2025-09-21,0
9625,495,Principles of Real Analysis,Mathematics,1965,1039,Undergraduate,Engineering Library,2025-07-31,2025-10-02,2025-09-30,2
9626,618,A History of Cell Biology,Biology,1997,2170,Undergraduate,Law Library,2025-07-31,2025-08-21,2025-08-01,0
9627,855,Foundations of the Cold War,History,1973,2315,Undergraduate,Engineering Library,2025-07-31,2025-09-11,2025-08-24,1
9628,969,Approaches to Literary Translation,Literature,1998,1527,Staff,Music Library,2025-08-01,2025-09-12,2025-10-12,0
9629,93,Readings in Thermodynamics,Engineering,1989,2123,Undergraduate,Engineering Library,2025-08-01,2025-08-22,2025-09-29,0
9630,174,The Oxford Handbook of Database Internals,Computer Science,2023,1452,Faculty,Harold B. Lee Library,2025-08-01,2025-11-29,2025-11-03,0
9631,134,A History of Computer Networks,Computer Science,1983,1274,Undergraduate,Engineering Library,2025-08-01,2025-08-22,2025-08-11,0
9632,373,The Cambridge Companion to Modern Sculpture,Art,2016,350,Undergraduate,Harold B. Lee Library,2025-08-01,2025-08-22,2025-10-06,0
9633,60,Advanced Orchestration,Music,1995,1650,Staff,Storage Annex,2025-08-01,2025-09-12,2025-10-25,0
9634,47,The Cambridge Companion to Baroque Performance,Music,2002,688,Undergraduate,Engineering Library,2025-08-01,2025-10-03,2025-11-17,2
9635,327,The Cambridge Companion to Operating Systems,Computer Science,2017,1618,Graduate,Engineering Library,2025-08-01,2025-09-12,2025-08-26,0
9636,452,Introduction to Machine Translation,Computer Science,1973,1659,Undergraduate,Law Library,2025-08-01,2025-08-22,2025-08-02,0
9637,205,The Oxford Handbook of Compiler Design,Computer Science,2016,1068,Undergraduate,Harold B. Lee Library,2025-08-01,2025-08-22,2025-08-07,0
9638,880,A History of Market Structure,Business,1966,510,Undergraduate,Harold B. Lee Library,2025-08-01,2025-08-22,2025-08-21,0
9639,614,Advanced Database Internals,Computer Science,1987,731,Undergraduate,Law Library,2025-08-01,2025-09-12,2025-10-21,1
9640,537,A History of Probability,Mathematics,1996,928,Staff,Harold B. Lee Library,2025-08-01,2025-09-12,2025-08-12,0
9641,95,The Cambridge Companion to Computer Networks,Computer Science,2022,2548,Undergraduate,Harold B. Lee Library,2025-08-01,2025-08-22,2025-08-14,0
9642,1006,Introduction to Operating Systems,Computer Science,2015,702,Undergraduate,Harold B. Lee Library,2025-08-01,2025-08-22,2025-09-09,0
9643,567,Topics in the Meiji Restoration,History,2015,2295,Staff,Harold B. Lee Library,2025-08-01,2025-09-12,2025-09-10,0
9644,517,Readings in Republican Rome,History,1984,2264,Faculty,Harold B. Lee Library,2025-08-01,2025-11-29,2025-12-11,0
9645,1067,Introduction to Computer Networks,Computer Science,1976,906,Staff,Engineering Library,2025-08-02,2025-10-25,2025-09-16,1
9646,330,The Practice of Operating Systems,Computer Science,1960,2531,Undergraduate,Engineering Library,2025-08-02,2025-09-13,2025-08-30,1
9647,335,Topics in the Silk Road,History,2020,1883,Graduate,Harold B. Lee Library,2025-08-02,2025-09-13,2025-08-07,0
9648,756,Approaches to Negotiation,Business,1987,571,Undergraduate,Engineering Library,2025-08-02,2025-09-13,2025-09-29,1
9649,542,Principles of Computer Networks,Computer Science,1993,1100,Faculty,Harold B. Lee Library,2025-08-02,2025-11-30,2025-10-14,0
9650,942,The Oxford Handbook of Thermodynamics,Engineering,1973,195,Undergraduate,Law Library,2025-08-02,2025-08-23,2025-09-09,0
9651,366,Introduction to Database Internals,Computer Science,1984,2027,Graduate,Music Library,2025-08-03,2025-09-14,2025-10-16,0
9652,473,Foundations of Combinatorics,Mathematics,1958,2386,Undergraduate,Harold B. Lee Library,2025-08-03,2025-08-24,2025-08-24,0
9653,773,Foundations of the Atlantic Slave Trade,History,1970,1533,Faculty,Harold B. Lee Library,2025-08-03,2025-12-01,2025-08-07,0
9654,997,Essays on Literary Translation,Literature,2020,21,Undergraduate,Law Library,2025-08-03,2025-08-24,2025-08-06,0
9655,20,Topics in Negotiation,Business,1968,2161,Undergraduate,Storage Annex,2025-08-03,2025-08-24,2025-08-11,0
9656,792,Advanced Database Internals,Computer Science,1999,678,Undergraduate,Harold B. Lee Library,2025-08-03,2025-08-24,2025-08-12,0
9657,1093,The Cambridge Companion to Twentieth Century Harmony,Music,1981,1603,Undergraduate,Harold B. Lee Library,2025-08-03,2025-08-24,2025-09-24,0
9658,1063,Readings in Fluid Mechanics,Engineering,1960,837,Graduate,Harold B. Lee Library,2025-08-03,2025-10-26,2025-09-25,1
9659,1166,Advanced Control Systems,Engineering,1989,864,Undergraduate,Harold B. Lee Library,2025-08-03,2025-08-24,2025-08-16,0
9660,936,Readings in Corporate Finance,Business,2017,2066,Staff,Harold B. Lee Library,2025-08-03,2025-09-14,2025-09-01,0
9661,1124,Advanced Old English Verse,Literature,2003,2020,Faculty,Storage Annex,2025-08-03,2026-07-29,2026-06-21,2
9662,1009,Advanced the Atlantic Slave Trade,History,2012,741,Undergraduate,Engineering Library,2025-08-03,2025-09-14,2025-10-14,1
9663,744,Topics in Corporate Finance,Business,1994,1257,Undergraduate,Harold B. Lee Library,2025-08-03,2025-09-14,2025-08-27,1
9664,131,Topics in Geotechnical Design,Engineering,1958,771,Staff,Engineering Library,2025-08-03,2025-09-14,2025-09-10,0
9665,87,Advanced Operating Systems,Computer Science,1979,2434,Undergraduate,Engineering Library,2025-08-03,2025-08-24,2025-08-27,0
9666,697,Essays on Database Internals,Computer Science,1961,2309,Undergraduate,Harold B. Lee Library,2025-08-04,2025-08-25,2025-08-22,0
9667,1163,The Cambridge Companion to Combinatorics,Mathematics,1989,2133,Undergraduate,Harold B. Lee Library,2025-08-04,2025-09-15,2025-08-26,1
9668,968,Approaches to the Atlantic Slave Trade,History,1997,702,Undergraduate,Harold B. Lee Library,2025-08-04,2025-08-25,2025-08-05,0
9669,652,Approaches to Modern Poetry,Literature,1985,239,Undergraduate,Harold B. Lee Library,2025-08-04,2025-09-15,2025-09-13,1
9670,983,Approaches to Computer Networks,Computer Science,1965,312,Staff,Harold B. Lee Library,2025-08-04,2025-09-15,2025-10-05,0
9671,477,The Practice of Operating Systems,Computer Science,1968,2505,Undergraduate,Harold B. Lee Library,2025-08-04,2025-08-25,2025-08-13,0
9672,1107,Principles of the Reformation,History,2022,218,Undergraduate,Harold B. Lee Library,2025-08-04,2025-08-25,2025-08-23,0
9673,478,Readings in Baroque Performance,Music,1994,1662,Graduate,Music Library,2025-08-04,2025-10-27,2025-10-17,1
9674,1101,Principles of Population Ecology,Biology,2011,2555,Faculty,Music Library,2025-08-04,2025-12-02,2025-10-28,0
9675,642,The Practice of Neurophysiology,Biology,1993,1440,Undergraduate,Harold B. Lee Library,2025-08-04,2025-08-25,2025-08-21,0
9676,900,Topics in Control Systems,Engineering,2008,2422,Undergraduate,Engineering Library,2025-08-04,2025-08-25,2025-08-05,0
9677,885,Topics in Corporate Finance,Business,1960,487,Staff,Harold B. Lee Library,2025-08-05,2025-09-16,2025-08-15,0
9678,177,Principles of Organizational Behavior,Business,1986,638,Undergraduate,Harold B. Lee Library,2025-08-05,2025-08-26,2025-08-08,0
9679,849,Approaches to Republican Rome,History,1982,1,Undergraduate,Music Library,2025-08-05,2025-09-16,2025-08-31,1
9680,648,Foundations of Control Systems,Engineering,2022,1230,Undergraduate,Harold B. Lee Library,2025-08-05,2025-08-26,2025-09-03,0
9681,706,Advanced Islamic Ornament,Art,2015,1082,Undergraduate,Harold B. Lee Library,2025-08-05,2025-08-26,2025-08-08,0
9682,337,A History of Materials Science,Engineering,1993,2210,Undergraduate,Engineering Library,2025-08-05,2025-08-26,2025-10-02,0
9683,883,Foundations of Twentieth Century Harmony,Music,1964,2296,Undergraduate,Harold B. Lee Library,2025-08-05,2025-09-16,2025-09-03,1
9684,725,The Cambridge Companion to the Silk Road,History,1996,2358,Faculty,Engineering Library,2025-08-05,2025-12-03,2025-09-26,0
9685,1130,Topics in the Reformation,History,2022,1720,Undergraduate,Engineering Library,2025-08-05,2025-09-16,2025-09-01,1
9686,397,Advanced Photographic Practice,Art,1974,1962,Graduate,Harold B. Lee Library,2025-08-05,2025-10-28,2025-10-19,1
9687,785,Introduction to Probability,Mathematics,1968,636,Undergraduate,Harold B. Lee Library,2025-08-05,2025-08-26,2025-08-24,0
9688,67,The Practice of Cell Biology,Biology,2016,765,Undergraduate,Harold B. Lee Library,2025-08-05,2025-10-07,2025-09-29,2
9689,660,Readings in Managerial Accounting,Business,1969,1944,Undergraduate,Harold B. Lee Library,2025-08-05,2025-09-16,2025-08-28,1
9690,927,The Practice of Neurophysiology,Biology,1990,1405,Undergraduate,Harold B. Lee Library,2025-08-05,2025-08-26,2025-08-23,0
9691,502,Foundations of Administrative Procedure,Law,2025,1609,Undergraduate,Engineering Library,2025-08-05,2025-08-26,2025-09-25,0
9692,722,The Cambridge Companion to Music Theory,Music,1985,112,Undergraduate,Engineering Library,2025-08-05,2025-08-26,2025-08-11,0
9693,114,The Practice of Postcolonial Fiction,Literature,1981,687,Graduate,Music Library,2025-08-05,2025-09-16,2025-09-05,0
9694,876,The Oxford Handbook of Negotiation,Business,1993,1004,Undergraduate,Harold B. Lee Library,2025-08-06,2025-10-08,2025-11-14,2
9695,909,Essays on Postcolonial Fiction,Literature,1986,2123,Undergraduate,Harold B. Lee Library,2025-08-06,2025-08-27,2025-08-27,0
9696,638,Advanced Thermodynamics,Engineering,2018,2431,Undergraduate,Engineering Library,2025-08-06,2025-08-27,2025-08-25,0
9697,654,Topics in Materials Science,Engineering,2018,909,Undergraduate,Law Library,2025-08-06,2025-08-27,2025-09-17,0
9698,1172,The Practice of the Silk Road,History,1960,1447,Undergraduate,Law Library,2025-08-06,2025-09-17,2025-09-17,1
9699,637,Topics in Organizational Behavior,Business,2006,905,Undergraduate,Harold B. Lee Library,2025-08-06,2025-08-27,2025-08-12,0
9700,896,Advanced Administrative Procedure,Law,2020,2426,Undergraduate,Harold B. Lee Library,2025-08-06,2025-08-27,2025-08-18,0
9701,115,Essays on Computer Networks,Computer Science,2021,936,Undergraduate,Storage Annex,2025-08-06,2025-10-08,2025-09-26,2
9702,250,Topics in the Meiji Restoration,History,1990,2132,Undergraduate,Law Library,2025-08-06,2025-08-27,2025-08-17,0
9703,1180,Topics in Modern Poetry,Literature,2000,1525,Undergraduate,Music Library,2025-08-06,2025-09-17,2025-10-26,1
9704,545,Introduction to Machine Translation,Computer Science,1967,454,Graduate,Harold B. Lee Library,2025-08-06,2025-10-29,2025-11-04,1
9705,662,Foundations of Machine Translation,Computer Science,1994,2253,Undergraduate,Harold B. Lee Library,2025-08-06,2025-09-17,2025-09-15,1
9706,253,The Practice of Literary Translation,Literature,2016,2004,Undergraduate,Harold B. Lee Library,2025-08-07,2025-09-18,2025-09-02,1
9707,318,The Practice of Contract Law,Law,1968,705,Undergraduate,Engineering Library,2025-08-07,2025-09-18,2025-09-12,1
9708,387,Readings in Literary Translation,Literature,2014,467,Undergraduate,Music Library,2025-08-07,2025-09-18,2025-08-29,1
9709,982,Advanced Thermodynamics,Engineering,2019,1048,Graduate,Harold B. Lee Library,2025-08-07,2025-09-18,2025-10-08,0
9710,626,Essays on Combinatorics,Mathematics,1998,2051,Graduate,Engineering Library,2025-08-07,2025-10-30,2025-12-01,1
9711,459,Readings in Postcolonial Fiction,Literature,2022,749,Faculty,Harold B. Lee Library,2025-08-07,2026-04-04,2026-03-15,1
9712,222,Essays on the Victorian Novel,Literature,1974,1265,Undergraduate,Harold B. Lee Library,2025-08-07,2025-09-18,2025-08-31,1
9713,257,Foundations of Supply Chains,Business,1992,88,Undergraduate,Harold B. Lee Library,2025-08-07,2025-08-28,2025-08-23,0
9714,340,Readings in Negotiation,Business,2013,11,Undergraduate,Harold B. Lee Library,2025-08-07,2025-10-09,2025-11-22,2
9715,833,The Practice of Probability,Mathematics,1967,1855,Graduate,Harold B. Lee Library,2025-08-07,2025-12-11,2025-12-10,2
9716,921,The Practice of Postcolonial Fiction,Literature,1978,254,Undergraduate,Storage Annex,2025-08-07,2025-09-18,2025-09-09,1
9717,627,Principles of the Victorian Novel,Literature,2001,541,Undergraduate,Engineering Library,2025-08-07,2025-10-09,2025-10-04,2
9718,618,A History of Cell Biology,Biology,1997,1927,Undergraduate,Harold B. Lee Library,2025-08-07,2025-09-18,2025-09-01,1
9719,922,Topics in Corporate Finance,Business,2019,2544,Faculty,Harold B. Lee Library,2025-08-07,2025-12-05,2025-10-11,0
9720,604,Essays on Modern Poetry,Literature,2022,383,Graduate,Harold B. Lee Library,2025-08-07,2025-10-30,2025-12-05,1
9721,1015,Readings in Music Theory,Music,2007,2122,Faculty,Harold B. Lee Library,2025-08-07,2025-12-05,2025-08-15,0
9722,85,Topics in the Short Story,Literature,2007,161,Faculty,Harold B. Lee Library,2025-08-08,2025-12-06,2025-08-11,0
9723,445,Advanced Structural Analysis,Engineering,1990,2311,Undergraduate,Music Library,2025-08-08,2025-08-29,2025-08-15,0
9724,126,Introduction to Color and Form,Art,1965,1761,Undergraduate,Music Library,2025-08-08,2025-08-29,2025-08-12,0
9725,336,Topics in Administrative Procedure,Law,1964,2111,Undergraduate,Engineering Library,2025-08-08,2025-08-29,2025-08-26,0
9726,351,Essays on Old English Verse,Literature,1987,5,Undergraduate,Harold B. Lee Library,2025-08-08,2025-08-29,2025-10-02,0
9727,356,The Practice of Cell Biology,Biology,1973,933,Undergraduate,Harold B. Lee Library,2025-08-08,2025-08-29,2025-08-27,0
9728,660,Readings in Managerial Accounting,Business,1969,1008,Graduate,Harold B. Lee Library,2025-08-08,2025-10-31,2025-11-12,1
9729,60,Advanced Orchestration,Music,1995,253,Graduate,Harold B. Lee Library,2025-08-09,2025-09-20,,0
9730,457,Advanced the Victorian Novel,Literature,1986,524,Graduate,Harold B. Lee Library,2025-08-09,2025-09-20,2025-08-16,0
9731,1093,The Cambridge Companion to Twentieth Century Harmony,Music,1981,1314,Undergraduate,Harold B. Lee Library,2025-08-09,2025-08-30,2025-10-12,0
9732,658,Principles of Renaissance Painting,Art,1992,1079,Undergraduate,Music Library,2025-08-09,2025-09-20,2025-09-06,1
9733,41,The Cambridge Companion to Differential Geometry,Mathematics,1960,551,Undergraduate,Law Library,2025-08-09,2025-08-30,2025-08-29,0
9734,478,Readings in Baroque Performance,Music,1994,1038,Faculty,Engineering Library,2025-08-09,2025-12-07,2025-08-09,0
9735,153,Foundations of Evidence,Law,1988,2575,Undergraduate,Harold B. Lee Library,2025-08-09,2025-08-30,2025-08-25,0
9736,560,Foundations of Fluid Mechanics,Engineering,2013,372,Undergraduate,Harold B. Lee Library,2025-08-09,2025-08-30,,0
9737,1172,The Practice of the Silk Road,History,1960,575,Graduate,Law Library,2025-08-09,2025-09-20,2025-08-14,0
9738,84,Approaches to Constitutional Interpretation,Law,1994,2258,Graduate,Harold B. Lee Library,2025-08-09,2025-09-20,2025-08-30,0
9739,1136,Principles of Managerial Accounting,Business,1998,1723,Undergraduate,Engineering Library,2025-08-09,2025-08-30,2025-08-25,0
9740,753,Foundations of Negotiation,Business,1959,540,Faculty,Harold B. Lee Library,2025-08-09,2025-12-07,,0
9741,356,The Practice of Cell Biology,Biology,1973,674,Undergraduate,Harold B. Lee Library,2025-08-09,2025-08-30,2025-08-11,0
9742,1061,Essays on Photographic Practice,Art,2007,313,Undergraduate,Engineering Library,2025-08-09,2025-08-30,2025-08-18,0
9743,306,The Practice of Computer Networks,Computer Science,1993,2088,Undergraduate,Harold B. Lee Library,2025-08-09,2025-08-30,2025-09-13,0
9744,485,Principles of Structural Analysis,Engineering,1972,1050,Undergraduate,Harold B. Lee Library,2025-08-09,2025-10-11,2025-11-20,2
9745,281,Principles of Database Internals,Computer Science,1968,2337,Undergraduate,Engineering Library,2025-08-09,2025-09-20,2025-09-03,1
9746,125,The Oxford Handbook of Genomics,Biology,1966,524,Graduate,Harold B. Lee Library,2025-08-09,2025-09-20,,0
9747,434,Advanced Organizational Behavior,Business,1977,2347,Faculty,Harold B. Lee Library,2025-08-09,2025-12-07,2025-11-14,0
9748,524,Foundations of Old English Verse,Literature,1995,1378,Undergraduate,Harold B. Lee Library,2025-08-09,2025-09-20,,1
9749,365,Principles of Republican Rome,History,2021,504,Undergraduate,Harold B. Lee Library,2025-08-10,2025-08-31,2025-08-11,0
9750,21,Foundations of Managerial Accounting,Business,2023,1593,Undergraduate,Engineering Library,2025-08-10,2025-09-21,,1
9751,633,Readings in Old English Verse,Literature,1972,1722,Graduate,Harold B. Lee Library,2025-08-10,2025-09-21,2025-08-13,0
9752,490,Principles of the Victorian Novel,Literature,1994,1619,Faculty,Engineering Library,2025-08-10,2026-08-05,2026-07-15,2
9753,401,A History of the Cold War,History,1981,1512,Undergraduate,Harold B. Lee Library,2025-08-10,2025-08-31,2025-08-20,0
9754,82,The Oxford Handbook of Photographic Practice,Art,1978,60,Faculty,Harold B. Lee Library,2025-08-10,2025-12-08,2025-10-07,0
9755,368,Readings in Fluid Mechanics,Engineering,2024,2502,Graduate,Engineering Library,2025-08-10,2025-09-21,2025-09-15,0
9756,687,Introduction to Organizational Behavior,Business,1991,295,Undergraduate,Engineering Library,2025-08-10,2025-08-31,2025-09-08,0
9757,794,Principles of Organizational Behavior,Business,2021,2186,Graduate,Engineering Library,2025-08-10,2025-11-02,2025-10-26,1
9758,737,Approaches to Computer Networks,Computer Science,1987,1722,Graduate,Harold B. Lee Library,2025-08-10,2025-09-21,2025-09-07,0
9759,427,Foundations of Operating Systems,Computer Science,1987,1449,Undergraduate,Music Library,2025-08-10,2025-08-31,2025-09-01,0
9760,84,Approaches to Constitutional Interpretation,Law,1994,1873,Graduate,Harold B. Lee Library,2025-08-10,2025-11-02,2025-10-24,1
9761,645,Essays on Ethnomusicology,Music,2013,2252,Undergraduate,Law Library,2025-08-10,2025-09-21,2025-09-04,1
9762,287,The Cambridge Companion to Computer Networks,Computer Science,2008,1946,Graduate,Music Library,2025-08-10,2025-09-21,2025-09-07,0
9763,82,The Oxford Handbook of Photographic Practice,Art,1978,2506,Graduate,Music Library,2025-08-10,2025-09-21,2025-08-28,0
9764,15,The Cambridge Companion to Machine Translation,Computer Science,1980,1256,Undergraduate,Storage Annex,2025-08-10,2025-08-31,2025-08-19,0
9765,370,Principles of Old English Verse,Literature,1978,2286,Undergraduate,Storage Annex,2025-08-10,2025-09-21,2025-09-15,1
9766,699,A History of Organizational Behavior,Business,1963,2532,Undergraduate,Music Library,2025-08-10,2025-08-31,2025-08-15,0
9767,24,Introduction to Machine Translation,Computer Science,1982,1445,Faculty,Harold B. Lee Library,2025-08-11,2025-12-09,2025-09-22,0
9768,522,Approaches to Torts,Law,2020,1831,Undergraduate,Engineering Library,2025-08-11,2025-09-01,2025-08-18,0
9769,1141,The Oxford Handbook of Renaissance Painting,Art,1991,825,Undergraduate,Harold B. Lee Library,2025-08-11,2025-09-01,2025-08-20,0
9770,868,The Practice of Database Internals,Computer Science,1991,2476,Graduate,Storage Annex,2025-08-11,2025-09-22,2025-08-24,0
9771,53,The Practice of the Short Story,Literature,1975,864,Undergraduate,Storage Annex,2025-08-11,2025-09-01,2025-08-29,0
9772,434,Advanced Organizational Behavior,Business,1977,608,Staff,Music Library,2025-08-11,2025-09-22,2025-09-20,0
9773,478,Readings in Baroque Performance,Music,1994,1011,Faculty,Harold B. Lee Library,2025-08-11,2025-12-09,2025-10-09,0
9774,397,Advanced Photographic Practice,Art,1974,1444,Undergraduate,Harold B. Lee Library,2025-08-11,2025-09-01,2025-09-25,0
9775,140,Essays on Compiler Design,Computer Science,1993,2286,Undergraduate,Music Library,2025-08-11,2025-09-01,2025-10-03,0
9776,838,Advanced Fluid Mechanics,Engineering,1970,876,Undergraduate,Music Library,2025-08-11,2025-09-01,2025-08-26,0
9777,279,A History of the Atlantic Slave Trade,History,1988,2325,Graduate,Harold B. Lee Library,2025-08-11,2025-12-15,2025-12-24,2
9778,45,Topics in Old English Verse,Literature,2004,2267,Faculty,Law Library,2025-08-11,2025-12-09,2025-10-12,0
9779,242,Advanced Orchestration,Music,2002,223,Undergraduate,Harold B. Lee Library,2025-08-11,2025-09-01,2025-08-25,0
9780,96,Principles of the Silk Road,History,2011,756,Faculty,Music Library,2025-08-11,2025-12-09,2025-11-01,0
9781,385,The Cambridge Companion to the Short Story,Literature,1988,299,Faculty,Storage Annex,2025-08-11,2026-04-08,2026-03-26,1
